Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,RelativeDistance,Status,X,Y,Z,Distance,G_lon,G_lat,TimeSeconds
2023-06-30 16:05:31.327,0 days 01:20:10.842000,44,714.4219444444441,0 days 00:00:59.239000,10263,200,5,31,False,8,pos,0.9164337180597779,OnTrack,4241,96,7280,3936.851666666669,-0.93,-5.02,59.239
2023-06-30 16:05:31.547,0 days 01:20:11.062000,44,715.7997222222225,0 days 00:00:59.459000,10277,193,5,57,False,8,car,0.9191469806203125,OnTrack,4210,-12,7270,3948.646111111114,-0.67,-5.28,59.459
2023-06-30 16:05:31.567,0 days 01:20:11.082000,44,715.8441666666666,0 days 00:00:59.479000,10388,194,5,71,False,8,pos,0.9193984351255716,OnTrack,4207,-22,7270,3949.7238888888915,0.15,-7.5,59.479
2023-06-30 16:05:31.647,0 days 01:20:11.162000,44,715.8886111111107,0 days 00:00:59.559000,10499,196,5,85,False,8,pos,0.920414376119418,OnTrack,4189,-61,7268,3954.079444444447,0.36,-5.19,59.559
2023-06-30 16:05:31.787,0 days 01:20:11.302000,44,715.9330555555548,0 days 00:00:59.699000,10611,198,5,100,False,8,car,0.9222136871008144,OnTrack,4150,-127,7265,3961.7794444444467,0.38,-4.74,59.699
2023-06-30 16:05:31.967,0 days 01:20:11.482000,44,715.4608333333331,0 days 00:00:59.879000,10655,199,5,100,False,8,pos,0.924534928975354,OnTrack,4089,-207,7262,3971.7294444444465,0.41,-4.99,59.879
2023-06-30 16:05:31.987,0 days 01:20:11.502000,44,714.9886111111114,0 days 00:00:59.899000,10700,200,5,100,False,8,car,0.9247950898621797,OnTrack,4081,-215,7261,3972.840555555558,0.58,-5.18,59.899
2023-06-30 16:05:32.147,0 days 01:20:11.662000,44,713.4775000000004,0 days 00:01:00.059000,10869,204,5,100,False,8,pos,0.9269015145154538,OnTrack,4016,-277,7258,3981.9072222222244,0.58,-3.78,60.059
2023-06-30 16:05:32.307,0 days 01:20:11.822000,44,711.2608333333338,0 days 00:01:00.219000,11010,207,5,100,False,8,pos,0.9290696774329963,OnTrack,3940,-330,7255,3991.1072222222247,0.63,-2.98,60.219
2023-06-30 16:05:32.527,0 days 01:20:12.042000,44,709.0441666666674,0 days 00:01:00.439000,11152,210,5,100,False,8,pos,0.93214268797172,OnTrack,3822,-394,7251,4003.940555555558,0.76,-2.5,60.439
2023-06-30 16:05:32.546,0 days 01:20:12.061000,44,706.8275000000008,0 days 00:01:00.458000,11294,214,5,100,False,8,car,0.9324119059200021,OnTrack,3810,-399,7250,4005.0700000000024,0.9,-1.85,60.458
2023-06-30 16:05:32.727,0 days 01:20:12.242000,44,702.383055555556,0 days 00:01:00.639000,11451,219,5,100,False,8,pos,0.9350066032696547,OnTrack,3687,-459,7248,4016.080833333336,0.76,-1.13,60.639
2023-06-30 16:05:32.946,0 days 01:20:12.461000,44,697.9386111111112,0 days 00:01:00.858000,11608,224,5,100,False,8,car,0.9381942481054603,OnTrack,3544,-521,7245,4029.7075000000023,0.71,-0.97,60.858
2023-06-30 16:05:33.186,0 days 01:20:12.701000,44,692.2052777777781,0 days 00:01:01.098000,11828,228,5,100,False,8,car,0.941725607083008,OnTrack,3408,-574,7243,4044.9075000000025,0.72,-1.12,61.098
2023-06-30 16:05:33.187,0 days 01:20:12.702000,44,688.0719444444446,0 days 00:01:01.099000,11275,232,5,100,False,8,pos,0.9417405490964221,OnTrack,3408,-575,7243,4044.9719444444468,0.62,-1.07,61.099
2023-06-30 16:05:33.506,0 days 01:20:13.021000,44,683.9386111111112,0 days 00:01:01.418000,10722,236,5,100,False,8,car,0.9465992954964656,OnTrack,3260,-624,7240,4065.884166666669,0.57,-1.04,61.418
2023-06-30 16:05:33.587,0 days 01:20:13.102000,44,681.960833333334,0 days 00:01:01.499000,10828,237,5,100,False,8,pos,0.9478441688932695,OnTrack,3215,-638,7240,4071.216666666669,0.59,-1.02,61.499
2023-06-30 16:05:33.666,0 days 01:20:13.181000,44,679.9830555555568,0 days 00:01:01.578000,10934,239,6,100,False,10,car,0.9490671165363308,OnTrack,3164,-652,7239,4076.461388888891,0.99,-1.12,61.578
2023-06-30 16:05:33.667,0 days 01:20:13.182000,44,677.1830555555567,0 days 00:01:01.579000,11031,242,6,100,False,10,pos,0.9490826992859804,OnTrack,3164,-653,7239,4076.528611111113,0.72,-0.59,61.579
2023-06-30 16:05:33.887,0 days 01:20:13.402000,44,674.3830555555568,0 days 00:01:01.799000,11128,245,6,100,False,10,pos,0.9525702467740697,OnTrack,3021,-694,7237,4091.5008333333353,0.65,-0.4,61.799
2023-06-30 16:05:34.026,0 days 01:20:13.541000,44,671.5830555555567,0 days 00:01:01.938000,11225,248,6,100,False,12,car,0.9548288074996979,OnTrack,2922,-720,7235,4101.076388888891,0.65,-0.29,61.938
2023-06-30 16:05:34.168,0 days 01:20:13.683000,44,668.5275000000014,0 days 00:01:02.080000,11334,252,6,100,False,12,pos,0.9571763782047725,OnTrack,2820,-747,7234,4111.016388888891,0.71,-0.13,62.08
2023-06-30 16:05:34.348,0 days 01:20:13.863000,44,665.471944444446,0 days 00:01:02.260000,11443,256,6,100,False,12,pos,0.9602055667215873,OnTrack,2697,-778,7232,4123.816388888891,0.73,0.06,62.26
2023-06-30 16:05:34.466,0 days 01:20:13.981000,44,662.4163888888907,0 days 00:01:02.378000,11552,260,6,100,False,12,car,0.9622116193972025,OnTrack,2620,-797,7230,4132.338611111114,0.67,0.2,62.378
2023-06-30 16:05:34.548,0 days 01:20:14.063000,44,659.639722222224,0 days 00:01:02.460000,11268,262,6,100,False,12,pos,0.963614197242212,OnTrack,2557,-815,7230,4138.306388888892,0.54,0.15,62.46
2023-06-30 16:05:34.807,0 days 01:20:14.322000,44,656.8630555555574,0 days 00:01:02.719000,10984,265,6,100,False,12,pos,0.9680907785481772,OnTrack,2294,-886,7226,4157.37166666667,0.5,0.05,62.719
2023-06-30 16:05:34.907,0 days 01:20:14.422000,44,654.0863888888907,0 days 00:01:02.819000,10700,268,7,100,False,12,car,0.9698388901362084,OnTrack,2235,-902,7225,4164.816111111114,0.53,-0.02,62.819
2023-06-30 16:05:35.127,0 days 01:20:14.642000,44,651.5975000000021,0 days 00:01:03.039000,10831,271,7,100,False,12,pos,0.9737229884257114,OnTrack,2157,-924,7224,4181.377222222225,0.6,-0.05,63.039
2023-06-30 16:05:35.187,0 days 01:20:14.702000,44,649.1086111111135,0 days 00:01:03.099000,10962,274,7,100,False,12,car,0.9747900206325067,OnTrack,2120,-933,7223,4185.943888888892,0.65,-0.02,63.099
2023-06-30 16:05:35.427,0 days 01:20:14.942000,44,645.0419444444469,0 days 00:01:03.339000,11056,278,7,100,False,12,car,0.9790958004384641,OnTrack,1926,-985,7220,4204.4772222222255,0.66,0.02,63.339
2023-06-30 16:05:35.467,0 days 01:20:14.982000,44,643.1419444444464,0 days 00:01:03.379000,11144,281,7,100,False,12,pos,0.9798228096296219,OnTrack,1897,-993,7220,4207.599444444448,0.56,0.01,63.379
2023-06-30 16:05:35.667,0 days 01:20:15.182000,44,641.2419444444458,0 days 00:01:03.579000,11232,284,7,100,False,12,pos,0.9834945107438305,OnTrack,1754,-1032,7218,4223.377222222226,0.44,0.01,63.579
2023-06-30 16:05:35.867,0 days 01:20:15.382000,44,639.4419444444461,0 days 00:01:03.779000,11309,285,7,100,False,12,pos,0.9871961659483722,OnTrack,1523,-1094,7216,4239.21055555556,0.36,0.05,63.779
2023-06-30 16:05:35.907,0 days 01:20:15.422000,44,637.6419444444464,0 days 00:01:03.819000,11387,287,7,100,False,12,car,0.9879396862989014,OnTrack,1483,-1104,7215,4242.399444444449,0.36,0.08,63.819
2023-06-30 16:05:36.227,0 days 01:20:15.742000,44,633.2863888888905,0 days 00:01:04.139000,11534,290,7,100,False,12,car,0.9939285407052687,OnTrack,1292,-1156,7214,4268.177222222226,0.34,0.08,64.139
2023-06-30 16:05:36.327,0 days 01:20:15.842000,44,633.2863888888905,0 days 00:01:04.239000,11555,292,7,100,False,12,pos,0.9958167870255019,OnTrack,1237,-1172,7214,4276.288333333338,0.34,-0.34,64.239
2023-06-30 16:05:36.479,0 days 01:20:15.994000,44,633.2863888888905,0 days 00:01:04.391000,11565,293,7,100,False,12,interpolation,0.9987027387559887,OnTrack,1139,-1198,7213,4288.65944444445,0.19,-0.47,64.391
